Year,Country,Gross Domestic Product (GDP),GDP Growth Rate (%),Price Inflation Rate (%)
1970,Saudi Arabia,5377268849.0,58.64733065,0.177777778
1970,Singapore,1920574150.0,13.942003,0.463352991
1970,Sri Lanka,2296470588.0,3.846629857,5.866956078
1970,Syrian Arab Republic,1780104712.0,-1.796852875,4.637681159
1970,Tajikistan,4407068380.0,2.500033543,11.18745334
1970,Thailand,7086538438.0,11.40794907,-0.088041086
1970,Timor-Leste,1236354422.0,4.942936305,4.843521556
1970,Turkiye,17863636364.0,3.233508973,7.923952083
1970,United Arab Emirates,168800000000.0,4.638126216,2.080245139
1970,Uzbekistan,36471688434.0,4.420479188,12.17375952
1970,Viet Nam,115503000000.0,6.382217698,5.772232768
1970,"Yemen, Rep.",20874604448.0,1.861577367,17.49567681
1971,Afghanistan,1831108971.0,4.74796003,6.124619936
1971,Armenia,6898248878.0,3.515202551,126.8455368
1971,Azerbaijan,29420997153.0,4.000604339,108.1802041
1971,Bahrain,16101033255.0,3.808078596,5.789473685
1971,Bangladesh,8751843188.0,-5.479483027,6.27939513
1971,Bhutan,925869512.9,6.832227605,7.284395103
1971,Brunei Darussalam,197525767.8,1.555753639,1.460945065
1971,Cambodia,969911421.4,5.600001174,4.398758198
1971,China,99800593791.0,7.059999999,4.773168146
1971,Cyprus,12913632679.0,4.88657026,4.144006128
1971,Georgia,9834973348.0,2.470936127,12.66676181
1971,India,67351404352.0,1.642930375,3.079938684
1971,Indonesia,9333536370.0,7.023997197,4.233748945
1971,"Iran, Islamic Rep.",13731802833.0,13.70158299,4.195298373
1971,Iraq,3865346535.0,5.374552534,3.595890411
1971,Israel,178264000000.0,5.254969835,11.97256816
1971,Japan,245364000000.0,4.698992042,6.395348837
1971,Jordan,678159728.7,4.65248636,4.815864024
1971,Kazakhstan,100142000000.0,2.88125,82.35942488
1971,"Korea, Rep.",9903571249.0,10.54551355,13.51170233
1971,Kuwait,3880392195.0,4.153980922,3.995213715
1971,Kyrgyz Republic,4463041023.0,2.192187936,10.20763482
1971,Lao PDR,6219585043.0,6.075047488,16.89769908
1971,Lebanon,25698059776.0,3.80501052,31.6503076
1971,Malaysia,4244395956.0,10.03466058,1.613035964
1971,Maldives,1714876941.0,5.991783374,4.888363683
1971,Mongolia,5442036507.0,4.519967418,21.93483208
1971,Myanmar,587448416.5,4.129962445,2.087912088
1971,Nepal,882765470.7,-1.195383302,-1.999503845
1971,Oman,301010587.1,0.898225087,2.111150506
1971,Pakistan,10665896682.0,0.468372549,4.730691482
1971,Philippines,8375075630.0,5.389008416,21.40334354
1971,Qatar,387703105.5,7.927137935,3.272968941
1971,Saudi Arabia,7184816838.0,20.51221675,4.475
1971,Singapore,2263785444.0,12.41343716,1.761006289
1971,Sri Lanka,2369308600.0,1.306905397,2.665380209
1971,Syrian Arab Republic,2097643979.0,8.955814563,5.609418283
1971,Tajikistan,4407068380.0,2.500033543,11.18745334
1971,Thailand,7375000024.0,4.89537376,0.484652665
1971,Timor-Leste,1236354422.0,4.942936305,4.843521556
1971,Turkiye,16166666667.0,5.566694501,19.01140868
1971,United Arab Emirates,168800000000.0,4.638126216,2.080245139
1971,Uzbekistan,36471688434.0,4.420479188,12.17375952
1971,Viet Nam,115503000000.0,6.382217698,5.772232768
1971,"Yemen, Rep.",20874604448.0,1.861577367,17.49567681
1972,Afghanistan,1595555476.0,4.74796003,6.124619936
1972,Armenia,6898248878.0,3.515202551,126.8455368
1972,Azerbaijan,29420997153.0,4.000604339,108.1802041
1972,Bahrain,16101033255.0,3.808078596,5.088195386
1972,Bangladesh,6288245867.0,-13.9737287,6.27939513
1972,Bhutan,925869512.9,6.832227605,7.284395103
1972,Brunei Darussalam,270822782.0,1.555753639,1.460945065
1972,Cambodia,505549441.4,5.600001174,4.398758198
1972,China,113689000000.0,3.81,4.773168146
1972,Cyprus,12913632679.0,4.88657026,4.832303619
1972,Georgia,9834973348.0,2.836873808,12.66676181
1972,India,71463193831.0,-0.553301305,6.442097462
1972,Indonesia,10997590361.0,7.037643208,6.521749213
1972,"Iran, Islamic Rep.",17153463263.0,14.49901585,6.398241351
1972,Iraq,4113848002.0,3.735303782,5.185950413
1972,Israel,178264000000.0,5.254969835,12.88147082
1972,Japan,324934000000.0,8.413547255,4.843517139
1972,Jordan,788479684.6,4.65248636,7.657657658
1972,Kazakhstan,100142000000.0,2.88125,82.35942488
1972,"Korea, Rep.",10862211761.0,7.214360722,11.68898668
1972,Kuwait,4450537925.0,4.153980922,3.995213715
1972,Kyrgyz Republic,4463041023.0,2.192187936,10.20763482
1972,Lao PDR,6219585043.0,6.075047488,16.89769908
1972,Lebanon,25698059776.0,3.80501052,31.6503076
1972,Malaysia,5043347250.0,9.388444991,3.231554224
1972,Maldives,1714876941.0,5.991783374,4.888363683
1972,Mongolia,5442036507.0,4.519967418,21.93483208
1972,Myanmar,662213096.3,2.435841373,7.64262648
1972,Nepal,1024098398.0,3.117800364,8.389023896
1972,Oman,366883548.3,9.82522417,2.111150506
1972,Pakistan,9415016360.0,0.813406405,5.183237645
1972,Philippines,9067815521.0,5.430387494,8.204034135
1972,Qatar,510262500.2,7.927137935,3.272968941
1972,Saudi Arabia,9664177517.0,22.93064025,4.331179708
1972,Singapore,2721440981.0,13.31556261,2.080758138
1972,Sri Lanka,2553936348.0,-0.410479911,6.34948605
1972,Syrian Arab Republic,2415706806.0,25.6607152,2.098360656
1972,Tajikistan,4407068380.0,2.500033543,11.18745334
1972,Thailand,8177873151.0,4.278508039,4.837766735
1972,Timor-Leste,1236354422.0,4.942936305,4.843521556
1972,Turkiye,20650000000.0,7.425788326,15.41645572
1972,United Arab Emirates,168800000000.0,4.638126216,2.080245139
1972,Uzbekistan,36471688434.0,4.420479188,12.17375952
1972,Viet Nam,115503000000.0,6.382217698,5.772232768
1972,"Yemen, Rep.",20874604448.0,1.861577367,17.49567681
1973,Afghanistan,1733333264.0,4.74796003,6.124619936
1973,Armenia,6898248878.0,3.515202551,126.8455368
1973,Azerbaijan,29420997153.0,4.000604339,108.1802041
1973,Bahrain,16101033255.0,3.808078596,14.33182698
1973,Bangladesh,8086725729.0,3.325680199,6.27939513
1973,Bhutan,925869512.9,6.832227605,7.284395103
1973,Brunei Darussalam,433095526.7,1.555753639,1.460945065
1973,Cambodia,702899156.0,5.600001174,4.398758198
1973,China,138543000000.0,7.760000001,4.773168146
1973,Cyprus,12913632679.0,4.88657026,7.808882341
1973,Georgia,9834973348.0,6.482761547,12.66676181
1973,India,85515269585.0,3.295521135,16.94081598
1973,Indonesia,16273253012.0,8.103975535,31.04188127
1973,"Iran, Islamic Rep.",27081698250.0,7.441681612,9.819486733
1973,Iraq,5134367778.0,4.418755569,4.89098409
1973,Israel,178264000000.0,5.254969835,20.0323771
1973,Japan,441461000000.0,8.032599975,11.60862355
1973,Jordan,943783839.7,4.65248636,11.12970711
1973,Kazakhstan,100142000000.0,2.88125,82.35942488
1973,"Korea, Rep.",13876472208.0,14.89832266,3.221029047
1973,Kuwait,5408804607.0,4.153980922,8.266666666
1973,Kyrgyz Republic,4463041023.0,2.192187936,10.20763482
1973,Lao PDR,6219585043.0,6.075047488,16.89769908
1973,Lebanon,25698059776.0,3.80501052,31.6503076
1973,Malaysia,7662902678.0,11.70108161,10.56017574
1973,Maldives,1714876941.0,5.991783374,4.888363683
1973,Mongolia,5442036507.0,4.519967418,21.93483208
1973,Myanmar,719754670.1,-0.968124718,25.2
1973,Nepal,972101725.0,-0.476536268,11.42977253
1973,Oman,483066990.6,-14.25205786,2.111150506
1973,Pakistan,6383429490.0,7.064263857,23.07008403
1973,Philippines,11412449735.0,8.782009122,16.58003226
1973,Qatar,793885560.0,7.927137935,3.272968941
1973,Saudi Arabia,14947535416.0,24.17052854,16.51376147
1973,Singapore,3696213333.0,10.60300302,19.63673058
1973,Sri Lanka,2875625000.0,7.057398935,9.626643102
1973,Syrian Arab Republic,2579219251.0,-10.46985494,20.35966602
1973,Tajikistan,4407068380.0,2.500033543,11.18745334
1973,Thailand,10838587358.0,10.23643301,15.5095497
1973,Timor-Leste,1236354422.0,4.942936305,4.843521556
1973,Turkiye,26000000000.0,3.262334518,13.93816524
1973,United Arab Emirates,168800000000.0,4.638126216,2.080245139
1973,Uzbekistan,36471688434.0,4.420479188,12.17375952
1973,Viet Nam,115503000000.0,6.382217698,5.772232768
1973,"Yemen, Rep.",20874604448.0,1.861577367,17.49567681
1974,Afghanistan,2155555498.0,4.74796003,6.124619936
1974,Armenia,6898248878.0,3.515202551,126.8455368
1974,Azerbaijan,29420997153.0,4.000604339,108.1802041
1974,Bahrain,16101033255.0,3.808078596,24.39299831
1974,Bangladesh,12512460520.0,9.5919563,6.27939513
1974,Bhutan,925869512.9,6.832227605,7.284395103
1974,Brunei Darussalam,1073591624.0,1.555753639,1.460945065
1974,Cambodia,588443893.7,5.600001174,4.398758198
1974,China,144189000000.0,2.310000003,4.773168146
1974,Cyprus,12913632679.0,4.88657026,16.17666667
1974,Georgia,9834973348.0,8.80829341,12.66676181
1974,India,99525899116.0,1.185336255,28.59873408
1974,Indonesia,25802409639.0,7.234243817,40.49179044
1974,"Iran, Islamic Rep.",46209092072.0,5.801050848,14.24893554
1974,Iraq,11516762614.0,16.11336734,7.7
1974,Israel,178264000000.0,5.254969835,39.67997045
1974,Japan,490036000000.0,-1.225239828,23.22224581
1974,Jordan,1197483949.0,4.65248636,19.42771084
1974,Kazakhstan,100142000000.0,2.88125,82.35942488
1974,"Korea, Rep.",19543973941.0,9.511835434,24.30419954
1974,Kuwait,13006948296.0,4.153980922,12.99261084
1974,Kyrgyz Republic,4463041023.0,2.192187936,10.20763482
1974,Lao PDR,6219585043.0,6.075047488,16.89769908
1974,Lebanon,25698059776.0,3.80501052,31.6503076
1974,Malaysia,9496204302.0,8.318661974,17.32898098
1974,Maldives,1714876941.0,5.991783374,4.888363683
1974,Mongolia,5442036507.0,4.519967418,21.93483208
1974,Myanmar,1225589878.0,5.342375689,25.21166134
1974,Nepal,1217953547.0,6.333590372,19.80633803
1974,Oman,1645917776.0,11.49880648,2.111150506
1974,Pakistan,8899191919.0,3.540191713,26.66303485
1974,Philippines,15607882555.0,3.394606379,34.16359164
1974,Qatar,2401403227.0,7.927137935,3.272968941
1974,Saudi Arabia,45412971909.0,16.22806527,21.43700787
1974,Singapore,5221534956.0,6.117404371,22.36842105
1974,Sri Lanka,3574586466.0,3.845830836,12.3028868
1974,Syrian Arab Republic,4244669785.0,25.79577285,15.52828175
1974,Tajikistan,4407068380.0,2.500033543,11.18745334
1974,Thailand,13702998512.0,4.466253386,24.31355983
1974,Timor-Leste,1236354422.0,4.942936305,4.843521556
1974,Turkiye,35414285714.0,5.594474403,23.89816158
1974,United Arab Emirates,168800000000.0,4.638126216,2.080245139
1974,Uzbekistan,36471688434.0,4.420479188,12.17375952
1974,Viet Nam,115503000000.0,6.382217698,5.772232768
1974,"Yemen, Rep.",20874604448.0,1.861577367,17.49567681
1975,Afghanistan,2366666616.0,4.74796003,6.124619936
1975,Armenia,6898248878.0,3.515202551,126.8455368
1975,Azerbaijan,29420997153.0,4.000604339,108.1802041
1975,Bahrain,16101033255.0,3.808078596,16.15978212
1975,Bangladesh,19448348073.0,-4.088214092,6.27939513
1975,Bhutan,925869512.9,6.832227605,7.284395103
1975,Brunei Darussalam,1168304306.0,0.355463068,1.460945065
1975,Cambodia,8072454717.0,5.600001174,4.398758198
1975,China,163430000000.0,8.719999998,4.773168146
1975,Cyprus,489914760.7,4.88657026,4.63948584
1975,Georgia,9834973348.0,7.380945301,12.66676181
1975,India,98472796457.0,9.149912016,5.748430298
1975,Indonesia,30463855422.0,5.607476636,19.16569713
1975,"Iran, Islamic Rep.",51776222350.0,-0.326216241,12.87918183
1975,Iraq,13458516763.0,12.49066468,9.517177344
1975,Israel,178264000000.0,5.254969835,39.30673102
1975,Japan,532861000000.0,3.091575916,11.73126615
1975,Jordan,1363073498.0,4.65248636,11.97982346
1975,Kazakhstan,100142000000.0,2.88125,82.35942488
1975,"Korea, Rep.",21784297521.0,7.839933338,25.24925641
1975,Kuwait,12022811621.0,4.153980922,8.392370572
1975,Kyrgyz Republic,4463041023.0,2.192187936,10.20763482
1975,Lao PDR,6219585043.0,6.075047488,16.89769908
1975,Lebanon,25698059776.0,3.80501052,31.6503076
1975,Malaysia,9298800799.0,0.801068092,4.487722269
1975,Maldives,1714876941.0,5.991783374,4.888363683
1975,Mongolia,5442036507.0,4.519967418,21.93483208
1975,Myanmar,1061107354.0,4.152709189,31.65566293
1975,Nepal,1575789254.0,1.456470709,7.585985214
1975,Oman,2096699189.0,24.43350274,2.111150506
1975,Pakistan,11230606061.0,4.211415631,20.90450946
1975,Philippines,16875240684.0,5.45110287,6.761402705
1975,Qatar,2512773166.0,7.927137935,3.272968941
1975,Saudi Arabia,46773144158.0,-8.928614314,34.57610634
1975,Singapore,5633673930.0,3.988738626,2.536531569
1975,Sri Lanka,3791298146.0,6.126233161,6.625992553
1975,Syrian Arab Republic,5566756757.0,16.35157606,11.46496815
1975,Tajikistan,4407068380.0,2.500033543,11.18745334
1975,Thailand,14882770594.0,4.970405228,5.330097087
1975,Timor-Leste,1236354422.0,4.942936305,4.843521556
1975,Turkiye,46042857143.0,7.17411269,21.22735524
1975,United Arab Emirates,14720728249.0,4.638126216,2.080245139
1975,Uzbekistan,36471688434.0,4.420479188,12.17375952
1975,Viet Nam,115503000000.0,6.382217698,5.772232768
1975,"Yemen, Rep.",20874604448.0,1.861577367,17.49567681
1976,Afghanistan,2555555567.0,4.74796003,6.124619936
1976,Armenia,6898248878.0,3.515202551,126.8455368
1976,Azerbaijan,29420997153.0,4.000604339,108.1802041
1976,Bahrain,16101033255.0,3.808078596,22.49576658
1976,Bangladesh,10117113333.0,5.661361201,6.27939513
1976,Bhutan,925869512.9,6.832227605,7.284395103
1976,Brunei Darussalam,1423037167.0,20.15539436,1.460945065
1976,Cambodia,8072454717.0,5.600001174,4.398758198
1976,China,153939000000.0,-1.570000002,4.773168146
1976,Cyprus,576090073.7,20.26629219,3.854389722
1976,Georgia,9834973348.0,6.097564233,12.66676181
1976,India,102717000000.0,1.663103638,-7.633947634
1976,Indonesia,37269156627.0,7.079646018,19.8286537
1976,"Iran, Islamic Rep.",68055295081.0,18.26043563,11.25614251
1976,Iraq,17754825601.0,17.17510373,12.82323018
1976,Israel,178264000000.0,5.254969835,31.31086533
1976,Japan,598884000000.0,3.974984091,9.374036386
1976,Jordan,1708521219.0,4.65248636,11.5
1976,Kazakhstan,100142000000.0,2.88125,82.35942488
1976,"Korea, Rep.",29902479339.0,13.2214478,15.32732052
1976,Kuwait,13132252802.0,4.153980922,5.235042735
1976,Kyrgyz Republic,4463041023.0,2.192187936,10.20763482
1976,Lao PDR,6219585043.0,6.075047488,16.89769908
1976,Lebanon,25698059776.0,3.80501052,31.6503076
1976,Malaysia,11050234599.0,11.56348978,2.633711507
1976,Maldives,1714876941.0,5.991783374,4.888363683
1976,Mongolia,5442036507.0,4.519967418,21.93483208
1976,Myanmar,1204699867.0,6.080396229,22.3844017
1976,Nepal,1452788944.0,4.398536178,-3.113235733
1976,Oman,2560220035.0,20.54012292,2.111150506
1976,Pakistan,13168080808.0,5.15618959,7.158323731
1976,Philippines,19381055197.0,8.778403331,9.199227136
1976,Qatar,3284273987.0,7.927137935,3.272968941
1976,Saudi Arabia,64005623870.0,17.8209742,31.55866056
1976,Singapore,6327077974.0,7.437166818,-1.841892982
1976,Sri Lanka,3591319857.0,3.335106692,1.329518681
1976,Syrian Arab Republic,6417632253.0,12.2544466,11.42857143
1976,Tajikistan,4407068380.0,2.500033543,11.18745334
1976,Thailand,16985208648.0,9.326811082,4.149305555
1976,Timor-Leste,1236354422.0,4.942936305,4.843521556
1976,Turkiye,51450000000.0,10.46117956,17.45568939
1976,United Arab Emirates,19213158779.0,16.52685651,2.080245139
1976,Uzbekistan,36471688434.0,4.420479188,12.17375952
1976,Viet Nam,115503000000.0,6.382217698,5.772232768
1976,"Yemen, Rep.",20874604448.0,1.861577367,17.49567681
1977,Afghanistan,2953333418.0,4.74796003,6.124619936
1977,Armenia,6898248878.0,3.515202551,126.8455368
1977,Azerbaijan,29420997153.0,4.000604339,108.1802041
1977,Bahrain,16101033255.0,3.808078596,17.73112089
1977,Bangladesh,9651149302.0,2.67305605,6.27939513
1977,Bhutan,925869512.9,6.832227605,7.284395103
1977,Brunei Darussalam,1732721161.0,10.91669706,1.460945065
1977,Cambodia,8072454717.0,5.600001174,4.398758198
1977,China,174936000000.0,7.570000001,4.773168146
1977,Cyprus,734887974.0,16.36200095,7.326460481
1977,Georgia,9834973348.0,6.896550159,12.66676181
1977,India,121487000000.0,7.254764588,8.307470092
1977,Indonesia,45808915663.0,8.26446281,11.05208979
1977,"Iran, Islamic Rep.",80600122702.0,-2.773577692,27.28778468
1977,Iraq,19838130715.0,1.899959393,9.16776254
1977,Israel,178264000000.0,5.254969835,34.61671487
1977,Japan,737069000000.0,4.39033795,8.161826896
1977,Jordan,2096778602.0,8.298408865,14.56651719
1977,Kazakhstan,100142000000.0,2.88125,82.35942488
1977,"Korea, Rep.",38446487603.0,12.3359822,10.09666533
1977,Kuwait,14137406741.0,4.153980922,9.889519259
1977,Kyrgyz Republic,4463041023.0,2.192187936,10.20763482
1977,Lao PDR,6219585043.0,6.075047488,16.89769908
1977,Lebanon,25698059776.0,3.80501052,31.6503076
1977,Malaysia,13139488633.0,7.75305838,4.788224014
1977,Maldives,1714876941.0,5.991783374,4.888363683
1977,Mongolia,5442036507.0,4.519967418,21.93483208
1977,Myanmar,873579940.5,5.952286611,-1.156687243
1977,Nepal,1382400000.0,3.016973442,9.898852843
1977,Oman,2741169948.0,1.007218329,2.111150506
1977,Pakistan,15126060606.0,3.947698287,10.13296769
1977,Philippines,22283109803.0,5.562970252,9.898751597
1977,Qatar,3617564638.0,7.927137935,3.272968941
1977,Saudi Arabia,74189100114.0,7.093359899,11.39901117
1977,Singapore,6618585074.0,6.852442394,3.163950144
1977,Sri Lanka,4104509583.0,5.100590264,1.224879588
1977,Syrian Arab Republic,6882292994.0,-1.799517878,11.96581197
1977,Tajikistan,4407068380.0,2.500033543,11.18745334
1977,Thailand,19779312261.0,9.843463235,7.601266878
1977,Timor-Leste,1236354422.0,4.942936305,4.843521556
1977,Turkiye,58683333333.0,3.406669804,25.98533787
1977,United Arab Emirates,24871775165.0,21.43933017,2.080245139
1977,Uzbekistan,36471688434.0,4.420479188,12.17375952
1977,Viet Nam,115503000000.0,6.382217698,5.772232768
1977,"Yemen, Rep.",20874604448.0,1.861577367,17.49567681
1978,Afghanistan,3300000109.0,4.74796003,6.124619936
1978,Armenia,6898248878.0,3.515202551,126.8455368
1978,Azerbaijan,29420997153.0,4.000604339,108.1802041
1978,Bahrain,16101033255.0,3.808078596,15.78553759
1978,Bangladesh,13281767143.0,7.073837733,6.27939513
1978,Bhutan,925869512.9,6.832227605,7.284395103
1978,Brunei Darussalam,1941579358.0,6.775834422,1.460945065
1978,Cambodia,8072454717.0,5.600001174,4.398758198
1978,China,218502000000.0,11.32597799,4.773168146
1978,Cyprus,964026512.2,7.777403361,7.436283299
1978,Georgia,9834973348.0,7.429127694,12.66676181
1978,India,137300000000.0,5.712532089,2.523048757
1978,Indonesia,51455719076.0,6.870229008,8.112582595
1978,"Iran, Islamic Rep.",77994316621.0,-12.84085667,11.7219692
1978,Iraq,23762275652.0,17.05696467,4.611942867
1978,Israel,178264000000.0,5.254969835,50.55092465
1978,Japan,1035610000000.0,5.271941503,4.209566011
1978,Jordan,2602208589.0,14.67956601,6.9215213
1978,Kazakhstan,100142000000.0,2.88125,82.35942488
1978,"Korea, Rep.",51972107438.0,10.9529857,14.46028502
1978,Kuwait,15503557496.0,4.153980922,8.689745123
1978,Kyrgyz Republic,4463041023.0,2.192187936,10.20763482
1978,Lao PDR,6219585043.0,6.075047488,16.89769908
1978,Lebanon,25698059776.0,3.80501052,31.6503076
1978,Malaysia,16358079862.0,6.653892215,4.860064586
1978,Maldives,1714876941.0,5.991783374,4.888363683
1978,Mongolia,5442036507.0,4.519967418,21.93483208
1978,Myanmar,935408765.8,6.517817023,-6.044706126
1978,Nepal,1604162497.0,4.405741389,7.346091251
1978,Oman,2740301390.0,-3.69353109,2.111150506
1978,Pakistan,17811515152.0,8.048533619,6.138692667
1978,Philippines,25762224563.0,5.19238453,7.334525939
1978,Qatar,4052000413.0,7.927137935,3.272968941
1978,Saudi Arabia,80266629496.0,-5.219726067,-1.58360185
1978,Singapore,7517176355.0,7.777181954,4.872543813
1978,Sri Lanka,2733183857.0,5.653836858,12.14159728
1978,Syrian Arab Republic,8251974522.0,9.942590124,4.809160305
1978,Tajikistan,4407068380.0,2.500033543,11.18745334
1978,Thailand,24006566637.0,10.29574653,7.924089853
1978,Timor-Leste,1236354422.0,4.942936305,4.843521556
1978,Turkiye,65912500000.0,1.502933011,61.89704444
1978,United Arab Emirates,23775764225.0,-1.58960332,2.080245139
1978,Uzbekistan,36471688434.0,4.420479188,12.17375952
1978,Viet Nam,115503000000.0,6.382217698,5.772232768
1978,"Yemen, Rep.",20874604448.0,1.861577367,17.49567681
1979,Afghanistan,3697940410.0,4.74796003,6.124619936
1979,Armenia,6898248878.0,3.515202551,126.8455368
1979,Azerbaijan,29420997153.0,4.000604339,108.1802041
1979,Bahrain,16101033255.0,3.808078596,2.205991951
1979,Bangladesh,15565480322.0,4.801634601,6.27939513
1979,Bhutan,925869512.9,6.832227605,7.284395103
1979,Brunei Darussalam,2803834158.0,22.56242876,1.460945065
1979,Cambodia,8072454717.0,5.600001174,4.398758198
1979,China,263712000000.0,7.59132468,4.773168146
1979,Cyprus,1288715210.0,9.905569382,9.463708295
1979,Georgia,9834973348.0,7.370346069,12.66676181
1979,India,152992000000.0,-5.238182704,6.275683368
1979,Indonesia,51400186343.0,7.142857143,16.23276576
1979,"Iran, Islamic Rep.",90391877326.0,-12.02076025,10.48723673
1979,Iraq,37816457839.0,20.86925543,32.55338283
1979,Israel,178264000000.0,5.254969835,78.31003559
1979,Japan,1077910000000.0,5.484041832,3.701850925
1979,Jordan,3271368781.0,20.80290927,14.24649176
1979,Kazakhstan,100142000000.0,2.88125,82.35942488
1979,"Korea, Rep.",66946900826.0,8.671226707,18.32349634
1979,Kuwait,24749063922.0,4.153980922,7.049999999
1979,Kyrgyz Republic,4463041023.0,2.192187936,10.20763482
1979,Lao PDR,6219585043.0,6.075047488,16.89769908
1979,Lebanon,25698059776.0,3.80501052,31.6503076
1979,Malaysia,21213264962.0,9.349099931,3.654467998
1979,Maldives,1714876941.0,5.991783374,4.888363683
1979,Mongolia,5442036507.0,4.519967418,21.93483208
1979,Myanmar,952265052.0,5.201277481,5.672295029
1979,Nepal,1851250008.0,2.368877795,3.565453785
1979,Oman,3733352635.0,4.33174154,2.111150506
1979,Pakistan,19688383838.0,3.758435569,8.267046976
1979,Philippines,31218296292.0,5.595571076,17.53333333
1979,Qatar,5632962997.0,7.927137935,3.272968941
1979,Saudi Arabia,111858000000.0,11.91943156,1.081566903
1979,Singapore,9296921724.0,9.55444874,4.076465375
1979,Sri Lanka,3364611432.0,6.403556926,10.73192143
1979,Syrian Arab Republic,9929681529.0,0.887988823,4.552075747
1979,Tajikistan,4407068380.0,2.500033543,11.18745334
1979,Thailand,27371650825.0,5.371766513,9.897365966
1979,Timor-Leste,1236354422.0,4.942936305,4.843521556
1979,Turkiye,89616129032.0,-0.62411357,63.54310825
1979,United Arab Emirates,31225659621.0,20.92357308,2.080245139
1979,Uzbekistan,36471688434.0,4.420479188,12.17375952
1979,Viet Nam,115503000000.0,6.382217698,5.772232768
1979,"Yemen, Rep.",20874604448.0,1.861577367,17.49567681
1980,Afghanistan,3641723322.0,4.74796003,6.124619936
1980,Armenia,6898248878.0,3.515202551,126.8455368
1980,Azerbaijan,29420997153.0,4.000604339,108.1802041
1980,Bahrain,3072698328.0,3.808078596,3.869525059
1980,Bangladesh,18138049096.0,0.819141869,6.27939513
1980,Bhutan,128669200.9,6.832227605,7.284395103
1980,Brunei Darussalam,4928806543.0,-6.996702984,1.460945065
1980,Cambodia,8072454717.0,5.600001174,4.398758198
1980,China,306165000000.0,7.834145016,4.773168146
1980,Cyprus,2154311277.0,5.753244702,13.51756058
1980,Georgia,9834973348.0,4.576266276,12.66676181
1980,India,186325000000.0,6.735821529,11.34607348
1980,Indonesia,72482337397.0,10.0,18.03543016
1980,"Iran, Islamic Rep.",94362275580.0,-21.59964935,20.64391444
1980,Iraq,52569000000.0,24.75372685,32.55338283
1980,Israel,178264000000.0,5.254969835,131.0249955
1980,Japan,1129380000000.0,2.817591208,7.778581766
1980,Jordan,3910044474.0,11.18484646,11.11111111
1980,Kazakhstan,100142000000.0,2.88125,82.35942488
1980,"Korea, Rep.",65398377598.0,-1.64568764,28.69760864
1980,Kuwait,28638868356.0,4.153980922,6.928226686
1980,Kyrgyz Republic,4463041023.0,2.192187936,10.20763482
1980,Lao PDR,6219585043.0,6.075047488,16.89769908
1980,Lebanon,25698059776.0,3.80501052,31.6503076
1980,Malaysia,24488224677.0,7.441826779,6.674919535
1980,Maldives,42463576.16,5.991783374,4.888363683
1980,Mongolia,5442036507.0,4.519967418,21.93483208
1980,Myanmar,1038225167.0,7.938538081,0.608153084
1980,Nepal,1945916583.0,-2.319394205,14.68450278
1980,Oman,5981760278.0,6.035444116,2.111150506
1980,Pakistan,23654444444.0,10.21570404,11.93823091
1980,Philippines,36848080899.0,5.200711079,18.20051049
1980,Qatar,7829165262.0,7.927137935,6.799999999
1980,Saudi Arabia,164540000000.0,5.652457601,4.169266554
1980,Singapore,11896256783.0,10.11337211,8.526943194
1980,Sri Lanka,4024621900.0,5.846026516,26.1454101
1980,Syrian Arab Republic,13062420382.0,14.50811695,19.2964124
1980,Tajikistan,4407068380.0,2.500033543,11.18745334
1980,Thailand,32353514989.0,5.173541006,19.70350052
1980,Timor-Leste,1236354422.0,4.942936305,4.843521556
1980,Turkiye,68823684211.0,-2.447350426,94.26085988
1980,United Arab Emirates,43599160050.0,23.87477491,2.080245139
1980,Uzbekistan,36471688434.0,4.420479188,12.17375952
1980,Viet Nam,115503000000.0,6.382217698,5.772232768
1980,"Yemen, Rep.",20874604448.0,1.861577367,17.49567681
1981,Afghanistan,3478787909.0,4.74796003,6.124619936
1981,Armenia,6898248878.0,3.515202551,126.8455368
1981,Azerbaijan,29420997153.0,4.000604339,108.1802041
1981,Bahrain,3467819149.0,-5.316697353,11.34459681
1981,Bangladesh,20249694002.0,7.233943695,6.27939513
1981,Bhutan,139174178.1,15.12229484,9.972375691
1981,Brunei Darussalam,4366230383.0,-19.82671586,9.137055838
1981,Cambodia,8072454717.0,5.600001174,4.398758198
1981,China,289577000000.0,5.112761091,4.773168146
1981,Cyprus,2087496374.0,2.516998441,10.74469361
1981,Georgia,9834973348.0,5.267423656,12.66676181
1981,India,193491000000.0,6.006203626,13.1125469
1981,Indonesia,85518233419.0,7.878787879,12.26590851
1981,"Iran, Islamic Rep.",100499000000.0,-5.696787233,24.20358976
1981,Iraq,37823000000.0,-0.728727508,32.55338283
1981,Israel,178264000000.0,5.254969835,116.8000344
1981,Japan,1245220000000.0,4.260624493,4.912162918
1981,Jordan,4383944703.0,17.17871742,7.7
1981,Kazakhstan,100142000000.0,2.88125,82.35942488
1981,"Korea, Rep.",72933533012.0,7.246176285,21.35164025
1981,Kuwait,25058020338.0,4.153980922,7.374781596
1981,Kyrgyz Republic,4463041023.0,2.192187936,10.20763482
1981,Lao PDR,6219585043.0,6.075047488,16.89769908
1981,Lebanon,25698059776.0,3.80501052,31.6503076
1981,Malaysia,25004285792.0,6.942104201,9.7
1981,Maldives,44781456.95,5.991783374,4.888363683
